ocena,ime,alkohol,kategorija,cena,opis,ocenjevalec,cas_ocene 
91,Old Forester The President’s Choice (Barrel No. 1),,Bourbon/Tennessee,90,"Lovely concentration of flavors, including whiffs of vanilla cream soda, clover honey, bananas Foster, and a dash of pepper define this selection of barrels by Old Forester president Campbell Brown. Zippy and bright, with lemony verve, peach puree, and warming ginger. The finish smacks of pecan, bitter citrus oil, and peppery spice, with the exquisite oak content in a supporting role. (<em>Available at Old Forester Distillery</em>)",Jeffery Lindenmuth,Fall 2018
91, The Glenrothes Vintage 2004,43.0,Single Malt Scotch,65,"This was matured in American oak sherry-seasoned casks. The nose offers cherry liqueur, sultanas, fruit spice, honey, and new leather. Vanilla and sweet orchard fruits on the early palate, followed by darker berry fruits, soft oak, and a savory note. Cocoa powder and a wisp of smoke in the medium-length finish. (3,150 bottles for U.S.)",Gavin Smith,Fall 2018
91,Laphroaig Quarter Cask,48.0,Single Malt Scotch,60,"This expression is aged for approximately 5 years in bourbon barrels before spending a final few months in quarter casks. Characteristic tar, engine oil, and ashy peat on the nose. Oily and full on the palate, with sweet grain notes, cinnamon, seaweed, hot peat, and black pepper. The finish is long and powerful, with persistent peat and chili, plus a sprinkling of sea salt.",Gavin Smith,Fall 2018
91,High West Double Rye! (Batch 18A23),46.0,Craft Whiskey,35,"A beautiful rye nose of clove spice, sandalwood incense, warm cinnamon toast, and vanilla sugar leads to a palate that is both creamy and juicy, with abundant apricot, orchard, and citrus fruit; the citrus smacks of ruby-red grapefruit with its hint of bitterness. Shows a good bit of heat and power, as the seamless flavors and well-integrated spice coast through a long finish. The first bottling to include High West’s own-make spirit. Tasted blind against previous batches.",Jeffery Lindenmuth,Fall 2018
91,Penderyn Celt,43.0,Welsh Whisky,60,"No prizes for guessing where the peated Islay quarter casks used for finishing came from, but this beautiful whisky has firm, sooty charcoal smoke, impressive maritime characteristics, and aromas of fresh lemon, mandarin, and buttered toast. Sweet citrus with a buttery mouthfeel, and generous smoke and spice. Beautifully weighted, it ends with darker fruits, chocolate, and spicy smoke on the finish. Love it!",Jonny McCormick,Fall 2018
91,The Tyrconnell 10 year old Sherry Cask Finish,46.0,Irish Single Malt,75,"On the nose there are warm, grassy tones wrapped in a blanket of sherry, apple, and sultanas, with a tickle of fine white pepper, lemongrass, scented balms, and poppy seed cake. In the mouth there is apple, cherry, and honey nougat, backed by richer sherry fruits. The flavor develops steadily, with late additions of pepper coinciding with a confluence of sweetness and sherry notes. Baked apple sweetness on the finish.",Jonny McCormick,Fall 2018
91,Kilchoman Loch Gorm 2018,46.0,Single Malt Scotch,110,"This includes whiskies from nineteen oloroso sherry butts filled in 2007, 2008, and 2011. Medium sherry, orange marmalade, cinnamon, and developing sea salt on the nose. The palate yields more sherry, earthy peat, dark chocolate, honey, and ginger. Fruit spice, sultanas, and charcuterie in the medium to long finish. The best Loch Gorm to date. (15,000 bottles)",Gavin Smith,Fall 2018
91,Nikka from the Barrel,,Japanese,65,"Wonderful to see this portly bottle in U.S. stores at last. An exotic nose, with turned woods, stewed plum, sultana, ground ginger, dried chilies, and black cherry, it oscillates between spice and dark fruits. Rich smoke is packed deep; it’s far from the most dominant aroma. Orange, cherry, mango, and bubble gum  notes are beaten back by a spicy rush of ginger and pepper, the sweetness prevailing over the cloves. <em>Editors&#039; Choice</em>",Jonny McCormick,Fall 2018
91,Kornog Roc’h Hir,46.0,French Whisky,150,"Made by the sea in Côtes d’Armor on direct-fired small stills attached to worm tubs, which the French elegantly call condenseurs serpentins. This has smoked fish, iodine, pine forests, driftwood, lemon zest, and clean medicinal qualities rather than peatiness. Waxed lemon, light fudge, lemon bonbons, and vanilla from the bourbon barrels ride a crescendo of pepper and ginger before smoke obscures all before it. A match for any Islay.",Jonny McCormick,Fall 2018
91,Bulleit 10 year old,,Bourbon/Tennessee,40,"Earthy, leathery, and spiced, this bourbon shows nice maturity and polish, evoking a well-worn wood-paneled barroom. The flavors offer good intensity and concentration, striking a nice balance of sweet and savory notes, as spicy cedarwood and cigar box come draped in toffee. Water releases some vivid chocolate, vanilla cream, and clove-studded orange. Nice verve, fine balance, and evident maturity.",Jeffery Lindenmuth,Fall 2018
91,Redbreast Dream Cask 32 year old,,Irish Single Pot Still,585,"Bursting with hawthorn, red currant, cherry, pomegranate, baked sugar sweetness, roasted spices, cardamom, dark honey, and plum pudding. This pot still whiskey from 1985 is mouth drawing with fruit flesh and skins, tasting of stewed fruits, baked orange, apple, and pomegranate, with a very fine shimmer of spices that sparkles on the tongue. Adding to their canon of single cask Redbreast releases, this is absolutely smashing. €500",Jonny McCormick,Fall 2018
91, Port Charlotte 10 year old,50.0,Single Malt Scotch,65,"Distilled from Scottish barley, this is the first permanent age-statement Port Charlotte bottling. First and second-fill American oak and French wine casks were used for aging. Rock pools, lemon juice, caramel, but little overt peat on the nose. The palate boasts big orchard fruit notes, smoky coconut, and brine. Again, the peat is quite muted. Long and spicy in the drying, peaty finish.",Gavin Smith,Fall 2018
91,Hyde No. 6 President’s Reserve Sherry Cask Finish,46.0,Blended Irish Whiskey,50,"Vanilla, dark chocolate, pepper, ground ginger, hard candy, floral blooms, Parma Violets, and dried apple sing from this oloroso sherry butt-finished blend of 18 year old triple-distilled single malt and 8 year old single grain. Syrupy fruit textures with flavors of apricot conserve, the European oak finds harmony with the orchard fruits, gingerbread, and pepper. Mouth-coating, lingering finish of oak and dried banana. (5,000 bottles)",Jonny McCormick,Fall 2018
91,Hyde No. 5 The Áras Cask Burgundy Cask Finish,46.0,Single Grain Irish Whiskey,48,"Triple distilled in Coffey stills and aged for over 6 years, the black grape, blackberry, dry-roasted spices, and cocoa demonstrate how the 6-month finish was well-judged. A wonderful mouthfeel, the wine notes chasing the vanilla sweetness, fudge, gentle spices, and creamy custard tarts before a finish of chocolate and spiced dark fruit. This is so good, I had to check the bottle to confirm this was grain whiskey. (5,000 bottles)",Jonny McCormick,Fall 2018
91,Daftmill Inaugural Release 2005,,Single Malt Scotch,276,"After 12 years of waiting, Francis Cuthbert has finally released the first bottling of his Daftmill Lowland single malt. The nose is soft and floral, with peaches, walnuts, coconut, warm caramel, and milk chocolate. The palate features cereal, almonds, nougat, and subtle citrus fruits. Drying in the relatively long finish, with subtle oak. Well worth the wait! (629 bottles) £210",Gavin Smith,Fall 2018
91,Samaroli Islay 2017 Edition,43.0,Blended Malt Scotch Whisky,176,"Chocolate orange, a sizzle of bacon fat, and dry peat. While this feels less potent than Samaroli’s other Islay offerings, it fits the mood perfectly for a nightcap. The taste buds detect orange, honey, chocolate praline, hazelnut, Oreos, a hint of cocoa, and an underbelly of peat smoke that carries into the finish. A wonderfully rich, smooth digestif that will transport you back to Islay in your dreams.",Jonny McCormick,Fall 2018
91,Jameson Black Barrel,40.0,Irish Blended Whiskey,37,"Sumptuously rich and intense whiskey emerges from these double-charred casks; a seduction of butterscotch, treacle, toasted nuts, scorched coconut, raisin, and vanilla essence. Secure in its deep-centered sweetness, it revels in caramelized sugar, dark vanilla, pecan nut slice, crème brûlée, peppery spice, and fleshy fruits gloomily submerged in sticky, umber syrups. Memorable for its long, satisfying, toasted aftertaste, heavy on the vanilla and raisins.",Jonny McCormick,Summer 2018
91,Compass Box Spice Tree,46.0,Blended Malt Scotch Whisky,65,"The tastiest of their Signature range, this boasts a dry oak and spice nose with fudge, rye bread, and banana interwoven with French oak influences of nutmeg, cinnamon, and ground ginger. As the gentle orange, malt, pear, and apple settle down, little spicy explosions of ginger and pepper detonate, leaving an aftermath of spiced malt, coffee cake, milk chocolate, and cocoa. Such a wonderful flavor trajectory to behold.",Jonny McCormick,Summer 2018
91,Evan Williams Single Barrel Vintage 2010,,Bourbon/Tennessee,30,"The dance begins in the open barley fields, with a gust of wind catching grain’s natural aromatic presence. Then cherry blossoms and roasted pine nuts tango for dominance, just before the core notes kick in: caramel chew, malt, cornbread, brown sugar, and chocolate, followed by hints of molasses, cardamom, and gingersnaps. As the finish lingers, it’s clear that this is sippin’ whiskey.",Fred Minnick,Summer 2018
91,Ardbeg Grooves,46.0,Single Malt Scotch,110,"The 2018 Ardbeg Day limited-edition bottling includes a proportion of spirit matured in red wine casks which have been heavily charred, leaving deep grooves in the surface of the oak. Fragrant soft smoke, warm leather, and salty red berries on the nose; background charcuterie. The palate offers red berry fruits, vanilla, dense peat smoke, brine, and asphalt. Beach bonfires and black pepper in the sweet finish.",Gavin Smith,Summer 2018
91,Bowmore Vault Edition Atlantic Sea Salt (First Release),,Single Malt Scotch,140,"This is the first of four bottlings in the Vault Edition series and was matured in bourbon barrels in the distillery’s famous No.1 Vaults. Nectarines in brine on the nose, with iodine and sweet spices. Medium-bodied on the palate, with peaches, vanilla, salt, and slightly bitter orange. Lingering orange notes in the finish, with cocoa powder and lots of salt. This expression lives up to its name!",Gavin Smith,Summer 2018
91,GlenDronach Single Cask #5476,,Single Malt Scotch,418,"The oldest of the fifteen expressions in Batch 16 of GlenDronach’s single cask release program, this cask-strength offering has been matured for 26 years in a Pedro Ximénez sherry puncheon. The nose yields fresh-from-the-oven Christmas cake, cherries, nutmeg, and sweet leather. Viscous on the palate, with dark sherry, raisins, plain chocolate, tangy orange, and caramel. Prickly chili and dates in the long finish. (546 bottles) £310",Gavin Smith,Summer 2018
91,Kavalan Sherry Cask,,Taiwanese Whisky,185,"This dark, walnut-colored dram delivers the fabulous first-fill sherry cask characteristics we love: raisin, mixed peel, fruitcake, marzipan, Brazil nut, jellied fruits, and nutmeg. So wonderfully thick and chewy that you need to resist the temptation to pick up a knife and fork. It imparts dark weighty fruit, blackened oak, cooked apple, and a twister of peppery turmoil. Add water liberally to unlock figs, dates, and plums.",Jonny McCormick,Summer 2018
91,That Boutique-y Whisky Company (distilled at Paul John) 6 year old,,Indian Whisky,130,"Definitely one to taste. The nose offers up allspice, moderate peat smoke, pomegranate, dried peel, and ground almonds. The palate is superb; milk chocolate caramels, assertive smoke, and peppercorn, then a slow, warm slide into coffee, cocoa, and licorice, becoming lush and velvety in texture. Paradoxically, the more diluted it becomes, the thicker and more substantial it seems to taste. Long finish of coffee and chocolate. (Batch 4)",Jonny McCormick,Summer 2018
